SerialNumber,Shana,Machoz,Ms_Nefashot,Minn,Gil,MatzavMishp,Pop_Group,DatSafa_C,HesderDiyur,ShnotLimudKlali_C,MatzavTaasuka_C,HachnasaKolelet,HachnasaAvoda,SemelMishlach_wp,OverVashav,OverVaMaakav,OverVaI1,OverVaI2,OverVaI3,OverVaI4,OverVaI5,OverVaI6,OverVaI7,OverVaAcher,OverVaEruim1,OverVaEruim2,OverVaEruim3,HeshbonMaakav,KartisAshKama,KartisAshP1,KartisAshP2,KartisAshP3,KartisAshP4,KartisAshS1,KartisAshS2,KartisAshS3,KartisAshS4,KartisAshS5,KartisAshS6,KartisAshS7,KartisAshNechsam,Mashkanta1,MashkantaMekorot,Halvaa,Halvaa2,Halvaa3,Halvaa4,Halvaa5,Halvaa6,Halvaa7,Halvaa8,Halvaa9,Halvaa10,Hovot,Hovot2,Hovot3,Hovot4,Hovot5,Hovot6,Hovot7,Hovot8,Hovot9,HovotLechatzim,Hashkaot1,Hashkaot2,Hashkaot3,Hashkaot4,Hashkaot5,Hashkaot6,Hashkaot7,Hashkaot8,Hashkaot9,Hashkaot10,HashkaotMaclit,Bituhim1,Bituhim2,Bituhim3,Bituhim4,Bituhim5,Bituhim6,SherutY1,SherutY2,SherutY3,SherutY4,SherutY5,SherutY6,NosCas1,NosCas2,NosCas3,NosCas4,HishuvRibit,HishuvRibitDribit,ShiurRibitBank,HipusM1,HipusM2,HipusM3,HipusM4,HipusM5,HipusM6,HipusM7,HipusM8,HipusM9,NoseCaspiM1,NoseCaspiM2,NoseCaspiM3,NoseCaspiM4,NoseCaspiM5,NoseCaspiM6,NoseCaspiM7,NoseCaspiM8,NoseCaspiM9,NoseCaspiM10,NoseCaspiHarhavaNihul,NoseCaspiHarhavaCarhanut,NoseCaspiHarhavaHalvaot,NoseCaspiHarhavaHishonot,NoseCaspiHarhavaBituhim,NoseCaspiHarhavaMashkanta,NoseCaspiHarhavaEynCoreh,MekorotM1,MekorotM2,MekorotM3,MekorotM4,MekorotM5,MekorotM6,MekorotM7,MekorotM8,MekorotM9,MekorotM10,MakorMuadaf,MakorMahooM,RamatYedaMash,nn
600,2012,2,4,1,2,5,2,1,1,4,1,8,4,6,1,3,1,2,2,1,2,,,1,1,1,1,3,2,2,2,1,2,1,1,2,1,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,1,2,1,2,2,,,3,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,,5,4,1,1,1,1,1,1,1,,,2,4,2,4,4,3,2,2,3,4,1,0,0,0,0,0,0,2,2,2,1,2,1,2,2,,,1,4,5,2929.055755
601,2012,2,4,1,2,1,2,1,1,2,1,5,6,6,1,2,2,2,1,1,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,1,2,2,2,2,2,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,,5,4,5,5,1,1,1,1,1,,,1,2,1,3,3,1,1,1,1,3,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,,,1,1,5,3013.672096
602,2012,2,7,1,6,1,2,1,4,6,1,4,5,6,1,3,,,,,1,,,2,1,2,1,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,1,2,2,2,,,1,1,2,2,1,2,2,2,1,2,2,2,2,3,3,3,3,,5,4,1,5,1,1,1,1,1,,,2,3,2,3,2,3,2,4,4,2,0,0,0,0,1,0,0,1,1,2,3,3,2,3,3,,,1,2,5,2753.526297
603,2012,2,6,1,1,5,2,1,1,5,1,98,6,4,1,3,2,2,2,2,1,,,2,1,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,,4,4,4,2,2,2,2,2,2,2,2,2,3,1,3,1,1020,2,4,2,2,1,1,1,1,1,,,1,2,1,3,2,3,3,1,4,4,0,0,0,1,0,0,0,3,1,1,2,1,2,1,2,,,1,5,5,2830.263977
604,2012,2,4,1,6,1,2,1,1,2,1,2,3,6,1,4,1,2,2,2,1,,,1,5,4,1,2,1,,,,,,,,,,,,,2,,2,1,2,2,2,2,2,2,,,2,1,1,4,1,1,,,,1,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,,5,1,1,1,1,1,1,1,1,,,1,1,3,3,3,3,4,3,2,,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,,,2,,5,2753.526297
605,2012,5,1,1,2,5,2,1,2,5,1,3,4,4,1,2,2,2,2,2,1,,,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,1,3,3,3,,,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,,,2,2,2,4,1,3,5,4,4,4,0,0,0,0,1,0,0,1,1,1,2,1,2,2,1,,,1,1,5,4345.55601
606,2012,2,4,1,4,1,2,1,1,5,1,7,5,6,1,3,1,1,2,1,2,,,1,4,1,1,1,3,2,1,2,2,1,1,1,1,1,,,2,2,,2,1,2,2,2,2,1,2,,,2,1,1,4,1,1,,,,2,1,2,2,1,2,2,2,2,,,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,,4,4,2,5,1,2,1,1,1,,,1,1,1,1,1,3,4,4,4,4,1,1,1,1,1,0,0,1,1,1,1,1,2,2,2,,,1,,5,4354.636495
607,2012,2,4,1,2,1,2,1,4,4,3,1,,10,1,1,,,,,,,,1,1,1,2,2,2,2,2,2,2,1,2,2,3,3,2,,2,2,,1,,,,,,,,,,2,1,4,4,3,1,,,,1,2,2,2,2,2,2,2,2,2,,,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1020,2,1,1,1,1,1,1,1,1,2,,2,1,3,2,1,1,3,4,3,5,1,1,0,1,0,0,0,3,2,,3,2,2,2,2,3,,,,5,7456.574954
608,2012,2,7,2,3,1,2,3,4,3,3,2,,10,1,1,,,,,,,,2,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,,5,4,1,5,1,1,1,1,1,,,1,1,1,1,2,4,4,4,4,4,1,0,1,0,0,0,0,3,3,,,,,,,,,,,5,5380.996236
609,2012,2,4,2,7,1,2,2,2,4,3,8,,10,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,3,2,2,1,2,3,2,2,2,2,2,2,3,3,3,3,,4,4,1,1,1,1,1,1,1,2,,2,4,2,4,3,1,4,4,4,4,1,0,0,0,0,0,0,,2,2,2,2,2,2,2,,,,,5,7206.900224
610,2012,2,5,2,2,1,2,1,1,3,3,98,,10,1,4,1,,,,,,,2,,,,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,1,4,1,1,1,1,1,1,1,2,,1,1,3,3,1,4,3,3,4,3,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,,,5,5681.653848
611,2012,2,7,1,6,1,2,1,4,2,1,2,3,9,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,2,5,5,5,4,,,,,1,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,,,1,5,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,,,,,5,2753.526297
612,2012,2,4,2,1,5,2,1,1,5,1,6,,4,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,3,2,2,2,2,3,2,2,,,,4,4,4,1,2,3,2,2,2,2,2,2,3,3,3,1,,5,1,5,4,3,3,1,1,1,,,2,4,2,4,3,3,4,5,3,5,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,,,,,5,2324.506731
613,2012,2,7,2,4,1,2,1,1,3,3,4,,10,1,4,2,2,1,1,,,,2,1,2,5,2,2,2,2,2,2,1,3,3,2,2,,,1,2,,1,,,,,,,,,,2,,,,3,,,,,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,,1,,,,,,1,1,3,3,,5,4,1,1,1,1,1,1,1,,,2,1,3,4,3,3,3,4,4,4,1,0,0,0,0,0,0,2,1,2,2,2,2,2,1,,,,,5,6389.066019
614,2012,2,4,1,3,1,2,1,1,4,1,5,7,6,1,2,1,2,2,1,1,,,1,5,3,1,1,2,1,1,1,2,,,,,,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,5,4,3,3,1,1,1,1,1,,,1,2,2,4,2,3,2,3,4,2,1,0,0,1,0,0,0,2,1,2,2,2,2,2,2,,,1,2,5,3013.672096
615,2012,2,3,2,6,1,1,3,2,4,2,3,,10,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,,,,5,4815.150652
616,2012,2,2,2,8,1,1,3,1,5,1,6,1,4,1,4,,,,1,,,,2,1,1,1,1,4,,1,,,1,,,,,,,2,1,7,1,,,,,,,,,,1,,,,,,,,,,1,2,,1,2,2,3,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,,,1,3,1,4,2,3,4,4,4,4,1,1,0,1,1,0,0,1,1,1,3,1,2,2,2,,,1,2,5,4274.217913
617,2012,2,4,2,4,1,1,3,2,4,1,2,3,6,1,2,,1,,,,,,1,1,1,1,7,2,2,2,2,2,1,2,2,2,2,2,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,1,1,2,2,2,2,2,,2,1,2,2,1,2,1,2,2,2,2,2,2,3,3,3,3,1200,5,4,1,1,1,1,1,1,1,2,,1,1,2,3,3,1,4,4,4,4,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,,,,5,4084.048729
618,2012,2,5,2,3,1,1,3,2,6,2,5,,10,1,2,2,2,2,1,1,,,2,4,1,1,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,2,,4,3,4,3,3,,,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,,5,4,2,2,1,1,1,2,1,2,,2,1,4,2,2,2,4,4,3,5,0,0,0,1,0,0,0,1,1,1,3,1,1,1,3,,,2,,5,3253.018109
619,2012,2,4,2,3,1,2,2,1,6,1,5,2,1,1,2,1,2,1,2,2,,,2,1,1,1,2,4,2,1,2,2,1,1,2,3,1,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,2,2,2,2,,,2,1,1,2,2,4,2,2,2,2,2,2,2,3,1,3,3,,1,4,2,2,2,1,1,1,1,,,1,3,1,2,1,2,3,3,4,5,0,0,1,0,1,0,0,2,1,2,2,2,2,1,2,,,1,2,5,1883.25339
620,2012,2,5,2,5,1,2,3,1,3,3,2,,10,1,4,,,,,1,,,2,1,1,1,2,,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,5,4,1,5,1,1,1,1,1,,,1,1,1,3,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,,,1,2,5,6050.974086
621,2012,2,3,2,9,1,2,1,1,2,3,4,,10,1,1,,,,,,,,1,1,1,1,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,2,1,1,1,1,,,1,1,1,4,4,1,1,4,4,5,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,,,1,3,5,4808.033939
622,2012,2,4,1,5,1,2,1,2,2,1,6,6,6,1,3,1,1,1,1,1,,,1,5,5,1,2,3,2,1,1,2,1,2,2,2,,,,2,2,,1,,,,,,,,,,2,1,3,,1,1,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1200,4,3,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,3,4,5,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,,,1,1,5,4354.636495
623,2012,2,7,1,7,1,2,1,2,6,3,2,,10,1,4,1,2,1,1,1,,,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,1020,2,3,1,1,2,1,1,1,1,,,1,1,1,4,1,3,3,4,4,4,0,1,0,0,0,0,0,2,1,2,2,2,2,2,2,,,1,2,5,7193.573778
624,2012,2,6,1,1,5,2,1,1,4,2,98,,10,1,1,,,,,,,,1,1,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,3,1,1,3,2,2,,3,1,1,3,3,3,1,2,2,2,2,2,2,3,1,2,3,,5,4,4,5,4,5,1,1,1,2,,2,5,2,3,3,2,2,5,3,4,0,0,1,1,0,0,0,2,1,1,1,2,2,2,1,2,,1,3,5,2135.951315
625,2012,2,5,1,2,5,2,3,1,5,2,4,,10,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,2,1,2,2,2,2,2,1,,,2,5,5,2,4,4,,,,1,2,2,2,2,2,2,2,2,,,,2,2,2,3,2,2,2,2,2,2,2,2,3,1,3,3,1020,2,3,3,4,4,1,2,1,1,,,1,1,2,4,1,3,4,2,3,3,1,1,0,1,0,0,0,1,1,1,2,1,3,3,2,,,1,1,5,2274.366253
626,2012,2,4,2,7,1,2,2,1,4,1,7,3,3,1,3,,,,,,,,1,5,5,2,2,3,1,2,2,2,1,2,1,1,,,,2,1,1,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,2,1,2,2,2,2,2,2,,,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,3,3,,5,4,2,2,2,1,1,1,1,,,1,1,1,4,1,3,2,4,4,5,0,1,0,0,1,0,0,3,1,2,2,2,2,2,2,,,1,2,5,2758.627339
627,2012,2,4,2,1,5,2,1,1,4,2,1,,10,1,4,2,2,2,2,2,,,2,1,1,1,6,1,,,,,,,,,,,,,2,,2,2,2,1,2,2,2,2,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,,5,4,2,2,1,2,1,1,1,,,5,1,4,4,3,3,4,4,2,4,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,,,2,,5,1754.265061
628,2012,2,3,1,3,1,2,1,1,2,1,7,7,4,1,2,1,1,1,1,1,,,1,4,4,1,1,2,2,1,2,2,2,2,2,2,2,2,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,2,1,1,2,2,2,,1,1,2,2,1,2,2,2,2,2,2,2,2,3,1,1,1,,5,4,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,,,1,3,5,1787.513608
629,2012,2,4,1,5,1,2,1,4,3,1,5,6,6,2,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,2,1,2,2,2,5,,,,2,2,3,2,2,2,2,2,2,,,,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,2,,1,1,4,4,1,4,4,4,4,5,1,1,0,0,0,0,0,1,1,2,2,1,1,1,1,,,,,5,4354.636495
630,2012,2,6,2,3,1,2,1,4,4,3,1,,10,1,1,,,,,,,,2,1,1,1,2,1,,,,,,,,,,,,,2,,2,1,2,2,2,1,1,1,2,,2,1,5,5,5,5,,,,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,2,,3,1,3,4,1,2,4,4,2,4,1,1,0,0,1,0,0,1,2,3,3,3,3,3,3,,,1,1,5,5380.996236
631,2012,2,7,1,1,5,2,1,1,4,1,7,4,5,1,3,2,2,2,2,2,,,2,1,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,,4,1,1,1,1,1,1,1,1,,,2,2,2,2,2,3,3,4,3,4,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,,,1,3,5,2750.797275
632,2012,2,5,2,1,5,2,1,1,5,2,5,,10,1,4,1,2,1,1,2,,,1,1,4,4,3,2,2,2,2,2,1,1,1,2,2,,,1,2,,2,2,2,2,2,2,2,1,2,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,1,1,1,1,2,2,2,2,2,2,2,2,3,1,1,1,,5,1,5,5,4,5,2,1,1,2,,3,3,4,1,1,4,3,4,4,4,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,5,5,1852.282811
633,2012,2,6,1,5,1,2,1,4,2,1,6,4,6,1,3,1,2,2,2,1,,,2,5,5,4,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,2,1,5,5,1,1,,,,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,1,1,1,1,1,1,1,1,2,,2,1,3,2,3,4,4,4,2,4,1,1,1,0,1,0,0,2,2,1,2,2,2,2,2,,,1,3,5,4354.636495
634,2012,2,2,1,10,1,2,2,1,2,3,2,,10,1,2,2,2,2,1,1,,,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,1020,1,4,1,1,1,1,1,1,1,2,,1,3,1,4,1,2,5,4,4,5,1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,,,2,,5,9523.638204
635,2012,2,6,1,7,1,2,3,1,2,3,6,,10,1,2,1,2,1,1,1,,,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,,,2,2,,2,1,1,2,2,2,2,2,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,5,1,1,1,1,1,1,1,1,,,3,1,2,4,2,2,2,2,4,4,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,5,7595.50729
636,2012,2,2,2,8,4,2,3,1,2,3,3,,10,1,2,1,1,1,1,1,,,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,1,2,2,1,2,2,2,2,2,2,2,2,1,1,3,3,1020,1,4,1,1,1,1,1,1,1,,,2,2,2,4,4,3,4,4,4,5,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,5,9878.520608
637,2012,2,4,2,2,5,1,3,1,5,1,98,11,4,1,2,2,1,1,1,2,,,1,4,1,1,3,2,2,2,2,2,2,2,1,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,3,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,1020,3,4,4,4,1,1,1,1,1,,,2,3,2,2,3,3,4,4,2,4,1,1,0,0,0,1,0,1,1,2,1,2,2,2,2,,,1,1,5,3431.26331
638,2012,2,5,2,3,1,2,1,4,4,3,2,,10,1,5,1,,,,,,,2,1,1,1,3,2,2,1,2,2,1,2,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,4,4,3,4,1,1,1,1,1,2,,1,1,1,4,1,3,2,3,4,1,1,1,0,0,1,0,0,1,1,1,1,1,1,2,2,,,1,5,5,5380.996236
639,2012,2,6,2,4,1,2,1,1,6,1,98,99,1,1,1,,,,,,,,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,3,3,3,3,3,,2,1,1,2,1,2,1,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,3,1,1,1,1,2,,2,4,2,3,2,2,3,4,5,2,1,1,0,1,0,0,0,1,1,2,2,2,2,2,2,,,,,5,2058.273129
640,2012,2,5,2,1,5,2,1,1,5,2,98,,10,2,,,,,,,,,,,,,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,1,3,3,1,3,3,2,2,2,2,2,2,3,1,3,1,,5,3,1,1,2,2,1,1,1,2,,1,2,2,3,2,2,3,4,4,4,0,1,0,0,0,0,0,1,1,1,2,2,2,2,2,3,,1,3,5,1754.265061
641,2012,2,6,2,5,1,2,1,1,3,3,2,,10,1,4,1,1,1,1,2,,,1,,4,1,2,1,,,,,,,,,,,,,2,,2,1,,,,,,,,,2,5,,,,,,,,1,,2,2,2,2,2,2,2,2,,,1,,,,,,3,3,3,3,3,3,2,1,3,3,,4,3,1,1,1,1,1,1,1,2,,,,,,,,,,,,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,,,,5,6050.974086
642,2012,2,7,2,1,5,2,1,1,5,3,5,,10,1,1,,,,,,,,1,1,1,1,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,4,4,4,1,4,,2,2,2,2,2,2,3,1,3,3,,5,4,1,1,1,2,1,1,1,,,2,5,5,4,2,2,5,4,4,5,1,1,1,1,1,1,0,1,2,1,1,1,1,2,2,,,1,3,5,6072.762291
643,2012,2,3,2,1,5,1,3,2,4,3,1,,10,1,4,2,1,1,1,1,1,,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,,2,2,,2,1,2,2,2,2,2,1,2,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,,5,4,1,1,1,1,1,1,1,,,1,2,1,5,1,1,1,2,5,5,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,5,5811.168045
644,2012,6,2,2,1,5,1,3,2,4,1,3,1,4,1,1,,,,,,,,2,1,1,1,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,4,4,4,1,4,,2,2,2,2,2,2,3,3,3,3,1020,2,4,1,1,1,1,1,1,1,2,,1,4,1,4,1,3,4,4,3,5,0,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,,,,5,3049.144338
645,2012,2,1,2,11,3,1,3,2,6,3,2,,10,1,1,,,,,,,,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1020,5,4,1,1,1,1,1,1,1,,,2,4,1,4,1,1,5,4,1,5,0,0,0,0,0,0,1,1,1,2,2,1,2,2,2,,,1,1,5,6412.205649
646,2012,2,1,1,4,5,1,3,1,5,1,6,7,6,1,3,1,1,1,1,2,,,2,5,5,1,1,3,2,1,1,1,2,2,1,1,1,,,2,1,1,2,1,1,2,2,2,2,2,,,2,1,1,3,3,1,1,,,2,2,1,2,1,2,2,2,2,,,1,2,1,2,1,1,1,2,2,2,2,2,2,3,1,2,3,1020,1,1,4,5,1,3,1,1,1,,,3,3,3,2,2,3,2,3,2,2,0,0,0,0,0,0,1,3,3,3,1,1,1,2,2,,,,,5,3633.488883
647,2012,2,5,2,10,4,2,2,1,2,3,7,,10,1,1,,,,,,,,2,1,1,1,4,1,,,,,,,,,,,,,2,,2,1,2,2,2,2,2,2,2,,2,1,1,1,5,1,1,,,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,3,,5,4,1,5,5,1,1,1,1,2,,2,2,2,3,2,2,,4,3,4,1,0,0,0,0,0,1,3,1,1,3,3,3,3,3,,,2,,5,7387.07273
648,2012,2,7,2,7,1,2,1,1,3,2,5,,10,1,4,1,2,1,2,1,,,1,2,3,2,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,2,1,5,1,1,1,,,,1,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,,5,4,1,1,1,1,1,1,1,,,1,1,3,4,1,2,2,4,4,4,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,5,2261.715023
649,2012,2,2,1,7,1,2,2,4,4,3,8,,10,1,1,,,,,,,,1,5,5,5,2,1,,,,,,,,,,,,,2,,2,1,2,2,2,2,2,2,2,,2,1,1,5,,1,5,,,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,,5,1,1,1,1,1,1,1,1,2,,2,1,2,4,4,4,2,2,2,5,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,5,10055.76166
650,2012,3,4,1,4,1,2,3,1,4,1,9,8,5,1,2,1,1,1,1,1,,,1,1,2,1,2,3,2,1,2,2,,1,2,1,2,1,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,1,1,2,2,2,,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,,4,3,1,2,1,1,1,1,1,2,,3,2,2,4,2,4,3,4,4,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,,1,3,5,4232.369242
651,2012,3,3,1,2,5,2,3,1,6,1,6,5,5,1,3,1,1,2,2,2,,,2,5,3,2,3,3,1,1,1,2,1,2,2,2,2,,,2,2,,,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,1,,2,2,1,,2,2,2,3,1,3,3,1200,1,4,1,1,1,1,1,1,1,,,1,2,2,4,2,2,3,4,4,5,1,1,1,1,1,0,0,1,3,2,1,1,2,2,1,,,1,8,5,1839.152386
652,2012,3,3,1,10,1,2,3,1,2,1,5,3,3,1,4,2,2,2,1,2,,,2,1,1,1,1,2,2,,,,3,3,3,3,3,3,,2,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,2,1,1,2,2,2,2,2,2,,8,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,,,2,3,2,4,1,2,4,5,4,5,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,,,,,5,1774.283563
653,2012,3,4,1,3,5,2,3,4,5,1,5,4,4,1,4,2,2,2,2,1,,,2,3,1,1,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,2,1,3,1,1,5,,,,2,2,2,1,2,2,2,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,,5,4,1,1,3,1,1,1,1,,,2,1,2,4,2,2,3,4,4,5,0,0,0,0,0,0,1,3,3,1,2,1,2,1,3,,,1,5,5,3013.672096
